NACA 23012
    1.000000     -0.1738026E-12
   0.9909585      0.2710465E-02
   0.9776205      0.4853188E-02
   0.9596983      0.7667501E-02
   0.9373589      0.1110575E-01
   0.9123710      0.1486083E-01
   0.8863110      0.1867886E-01
   0.8598907      0.2245100E-01
   0.8333488      0.2614341E-01
   0.8067591      0.2974699E-01
   0.7801461      0.3325926E-01
   0.7535202      0.3667899E-01
   0.7268878      0.4000461E-01
   0.7002543      0.4323386E-01
   0.6736248      0.4636356E-01
   0.6470043      0.4938958E-01
   0.6203982      0.5230680E-01
   0.5938119      0.5510906E-01
   0.5672511      0.5778913E-01
   0.5407219      0.6033861E-01
   0.5142307      0.6274795E-01
   0.4877848      0.6500632E-01
   0.4613918      0.6710155E-01
   0.4350605      0.6902002E-01
   0.4088009      0.7074655E-01
   0.3826244      0.7226425E-01
   0.3565448      0.7355435E-01
   0.3305785      0.7459594E-01
   0.3047466      0.7536572E-01
   0.2790780      0.7583771E-01
   0.2536172      0.7598303E-01
   0.2284467      0.7577053E-01
   0.2037473      0.7517081E-01
   0.1799112      0.7413973E-01
   0.1572676      0.7252874E-01
   0.1358847      0.7020281E-01
   0.1157871      0.6708149E-01
   0.9704851E-01  0.6314407E-01
   0.7982959E-01  0.5844832E-01
   0.6437496E-01  0.5315539E-01
   0.5094167E-01  0.4753057E-01
   0.3966502E-01  0.4188365E-01
   0.3046471E-01  0.3646868E-01
   0.2308149E-01  0.3142259E-01
   0.1719077E-01  0.2677616E-01
   0.1249277E-01  0.2249823E-01
   0.8749740E-02  0.1853323E-01
   0.5789438E-02  0.1482230E-01
   0.3496181E-02  0.1131330E-01
   0.1800549E-02  0.7966298E-02
   0.6686713E-03  0.4759126E-02
   0.8800485E-04  0.1691186E-02
   0.4825811E-04 -0.1218968E-02
   0.6099008E-03 -0.4167619E-02
   0.1907992E-02 -0.7059992E-02
   0.3985611E-02 -0.9751159E-02
   0.6804722E-02 -0.1216873E-01
   0.1033753E-01 -0.1432418E-01
   0.1462894E-01 -0.1626987E-01
   0.1982210E-01 -0.1806708E-01
   0.2618601E-01 -0.1977667E-01
   0.3417014E-01 -0.2146216E-01
   0.4449193E-01 -0.2319906E-01
   0.5817789E-01 -0.2508371E-01
   0.7625246E-01 -0.2722508E-01
   0.9868314E-01 -0.2967522E-01
   0.1238384     -0.3234628E-01
   0.1498649     -0.3505139E-01
   0.1757381     -0.3759305E-01
   0.2011641     -0.3980070E-01
   0.2263688     -0.4156620E-01
   0.2516719     -0.4292785E-01
   0.2771574     -0.4393404E-01
   0.3028263     -0.4461896E-01
   0.3286595     -0.4501102E-01
   0.3546356     -0.4513521E-01
   0.3807350     -0.4501389E-01
   0.4069412     -0.4466723E-01
   0.4332400     -0.4411342E-01
   0.4596193     -0.4336886E-01
   0.4860686     -0.4244834E-01
   0.5125785     -0.4136517E-01
   0.5391407     -0.4013124E-01
   0.5657476     -0.3875716E-01
   0.5923922     -0.3725229E-01
   0.6190681     -0.3562483E-01
   0.6457692     -0.3388185E-01
   0.6724897     -0.3202933E-01
   0.6992240     -0.3007223E-01
   0.7259667     -0.2801449E-01
   0.7527125     -0.2585912E-01
   0.7794559     -0.2360817E-01
   0.8061902     -0.2126291E-01
   0.8329047     -0.1882416E-01
   0.8595739     -0.1629335E-01
   0.8861210     -0.1367656E-01
   0.9122987     -0.1099800E-01
   0.9373717     -0.8337659E-02
   0.9597327     -0.5883630E-02
   0.9776244     -0.3864327E-02
   0.9909301     -0.2314925E-02
    1.000000     -0.1738024E-12
