NACA 0012
   0.9962019     -0.4341225E-01
   0.9870736     -0.3914024E-01
   0.9731794     -0.3467614E-01
   0.9545228     -0.2873509E-01
   0.9315003     -0.2148763E-01
   0.9060112     -0.1356943E-01
   0.8795925     -0.5474636E-02
   0.8529859      0.2566601E-02
   0.8267440      0.1039173E-01
   0.8019190      0.1769987E-01
   0.7803691      0.2397557E-01
   0.7631202      0.2906722E-01
   0.7474431      0.3187905E-01
   0.7271660      0.3394558E-01
   0.7026322      0.3638255E-01
   0.6758376      0.3894859E-01
   0.6482259      0.4148450E-01
   0.6203796      0.4392532E-01
   0.5924858      0.4624628E-01
   0.5646034      0.4843420E-01
   0.5367547      0.5047811E-01
   0.5089515      0.5236662E-01
   0.4812038      0.5408708E-01
   0.4535216      0.5562528E-01
   0.4259157      0.5696530E-01
   0.3983986      0.5808936E-01
   0.3709850      0.5897762E-01
   0.3436921      0.5960793E-01
   0.3165412      0.5995561E-01
   0.2895586      0.5999308E-01
   0.2627781      0.5968949E-01
   0.2362446      0.5901029E-01
   0.2100204      0.5791700E-01
   0.1841967      0.5636751E-01
   0.1589169      0.5431835E-01
   0.1344202      0.5173258E-01
   0.1111138      0.4860067E-01
   0.8963773E-01  0.4498160E-01
   0.7077497E-01  0.4104323E-01
   0.5507827E-01  0.3703131E-01
   0.4252807E-01  0.3315288E-01
   0.3264436E-01  0.2949904E-01
   0.2483136E-01  0.2606652E-01
   0.1858575E-01  0.2280890E-01
   0.1354282E-01  0.1966871E-01
   0.9457963E-02  0.1659075E-01
   0.6178763E-02  0.1352759E-01
   0.3622424E-02  0.1044504E-01
   0.1756268E-02  0.7332015E-02
   0.5709511E-03  0.4213336E-02
   0.4220066E-04  0.1153488E-02
   0.1139460E-03 -0.1892934E-02
   0.8252298E-03 -0.5054772E-02
   0.2234302E-02 -0.8250434E-02
   0.4355066E-02 -0.1142275E-01
   0.7197811E-02 -0.1455838E-01
   0.1080863E-01 -0.1767870E-01
   0.1529384E-01 -0.2082532E-01
   0.2084025E-01 -0.2405095E-01
   0.2773981E-01 -0.2741385E-01
   0.3641609E-01 -0.3096978E-01
   0.4742327E-01 -0.3475159E-01
   0.6133919E-01 -0.3872702E-01
   0.7847613E-01 -0.4275155E-01
   0.9858413E-01 -0.4658703E-01
   0.1209551     -0.5001285E-01
   0.1448438     -0.5291262E-01
   0.1697178     -0.5526419E-01
   0.1952547     -0.5709315E-01
   0.2212648     -0.5844096E-01
   0.2476314     -0.5935104E-01
   0.2742777     -0.5986409E-01
   0.3011499     -0.6001688E-01
   0.3282086     -0.5984231E-01
   0.3554235     -0.5936977E-01
   0.3827707     -0.5862556E-01
   0.4102308     -0.5763324E-01
   0.4377877     -0.5641391E-01
   0.4654279     -0.5498653E-01
   0.4931395     -0.5336804E-01
   0.5209118     -0.5157364E-01
   0.5487342     -0.4961688E-01
   0.5765937     -0.4751009E-01
   0.6044652     -0.4526520E-01
   0.6322805     -0.4289689E-01
   0.6598224     -0.4043315E-01
   0.6864261     -0.3794660E-01
   0.7105206     -0.3560637E-01
   0.7301440     -0.3363776E-01
   0.7449650     -0.3216856E-01
   0.7573893     -0.3202647E-01
   0.7732063     -0.3310813E-01
   0.7940647     -0.3447543E-01
   0.8190258     -0.3604138E-01
   0.8460322     -0.3764284E-01
   0.8736832     -0.3918059E-01
   0.9012485     -0.4060814E-01
   0.9279010     -0.4188486E-01
   0.9520129     -0.4294860E-01
   0.9715775     -0.4374685E-01
   0.9861620     -0.4430413E-01
   0.9962019     -0.4341225E-01
