NACA 0014
    1.000000       0.000000    
   0.9933821      0.2493404E-02
   0.9845717      0.3967547E-02
   0.9742535      0.5618967E-02
   0.9621284      0.7527873E-02
   0.9481131      0.9700237E-02
   0.9323560      0.1209984E-01
   0.9152121      0.1466050E-01
   0.8971063      0.1730969E-01
   0.8784004      0.1998870E-01
   0.8593448      0.2265866E-01
   0.8400923      0.2529682E-01
   0.8207298      0.2789085E-01
   0.8013057      0.3043419E-01
   0.7818465      0.3292332E-01
   0.7623679      0.3535614E-01
   0.7428791      0.3773115E-01
   0.7233865      0.4004700E-01
   0.7038948      0.4230227E-01
   0.6844081      0.4449536E-01
   0.6649299      0.4662441E-01
   0.6454637      0.4868727E-01
   0.6260129      0.5068150E-01
   0.6065810      0.5260435E-01
   0.5871716      0.5445270E-01
   0.5677883      0.5622313E-01
   0.5484350      0.5791186E-01
   0.5291156      0.5951475E-01
   0.5098344      0.6102730E-01
   0.4905958      0.6244465E-01
   0.4714047      0.6376154E-01
   0.4522662      0.6497231E-01
   0.4331859      0.6607090E-01
   0.4141699      0.6705084E-01
   0.3952249      0.6790521E-01
   0.3763585      0.6862664E-01
   0.3575791      0.6920730E-01
   0.3388965      0.6963887E-01
   0.3203217      0.6991255E-01
   0.3018680      0.7001906E-01
   0.2835509      0.6994862E-01
   0.2653896      0.6969107E-01
   0.2474078      0.6923593E-01
   0.2296354      0.6857268E-01
   0.2121112      0.6769114E-01
   0.1948858      0.6658224E-01
   0.1780259      0.6523922E-01
   0.1616182      0.6365950E-01
   0.1457728      0.6184716E-01
   0.1306222      0.5981592E-01
   0.1163130      0.5759145E-01
   0.1029879      0.5521162E-01
   0.9076031E-01  0.5272331E-01
   0.7969225E-01  0.5017595E-01
   0.6978388E-01  0.4761416E-01
   0.6098028E-01  0.4507239E-01
   0.5318912E-01  0.4257315E-01
   0.4630046E-01  0.4012802E-01
   0.4020249E-01  0.3774018E-01
   0.3479125E-01  0.3540708E-01
   0.2997517E-01  0.3312267E-01
   0.2567649E-01  0.3087886E-01
   0.2183070E-01  0.2866664E-01
   0.1838534E-01  0.2647666E-01
   0.1529854E-01  0.2429971E-01
   0.1253770E-01  0.2212700E-01
   0.1007831E-01  0.1995052E-01
   0.7902936E-02  0.1776345E-01
   0.6000271E-02  0.1556076E-01
   0.4364113E-02  0.1333996E-01
   0.2991974E-02  0.1110199E-01
   0.1883305E-02  0.8852222E-02
   0.1036882E-02  0.6600523E-02
   0.4486256E-03  0.4362355E-02
   0.1081681E-03  0.2151949E-02
    0.000000      0.2220508E-15
   0.1081681E-03 -0.2151949E-02
   0.4486256E-03 -0.4362355E-02
   0.1036882E-02 -0.6600523E-02
   0.1883305E-02 -0.8852222E-02
   0.2991974E-02 -0.1110199E-01
   0.4364113E-02 -0.1333996E-01
   0.6000271E-02 -0.1556076E-01
   0.7902936E-02 -0.1776345E-01
   0.1007831E-01 -0.1995052E-01
   0.1253770E-01 -0.2212700E-01
   0.1529854E-01 -0.2429971E-01
   0.1838534E-01 -0.2647666E-01
   0.2183070E-01 -0.2866664E-01
   0.2567649E-01 -0.3087886E-01
   0.2997517E-01 -0.3312267E-01
   0.3479125E-01 -0.3540708E-01
   0.4020249E-01 -0.3774018E-01
   0.4630046E-01 -0.4012802E-01
   0.5318912E-01 -0.4257315E-01
   0.6098028E-01 -0.4507239E-01
   0.6978388E-01 -0.4761416E-01
   0.7969225E-01 -0.5017595E-01
   0.9076031E-01 -0.5272331E-01
   0.1029879     -0.5521162E-01
   0.1163130     -0.5759145E-01
   0.1306222     -0.5981592E-01
   0.1457728     -0.6184716E-01
   0.1616182     -0.6365950E-01
   0.1780259     -0.6523922E-01
   0.1948858     -0.6658224E-01
   0.2121112     -0.6769114E-01
   0.2296354     -0.6857268E-01
   0.2474078     -0.6923593E-01
   0.2653896     -0.6969107E-01
   0.2835509     -0.6994862E-01
   0.3018680     -0.7001906E-01
   0.3203217     -0.6991255E-01
   0.3388965     -0.6963887E-01
   0.3575791     -0.6920730E-01
   0.3763585     -0.6862664E-01
   0.3952249     -0.6790521E-01
   0.4141699     -0.6705084E-01
   0.4331859     -0.6607090E-01
   0.4522662     -0.6497231E-01
   0.4714047     -0.6376154E-01
   0.4905958     -0.6244465E-01
   0.5098344     -0.6102730E-01
   0.5291156     -0.5951475E-01
   0.5484350     -0.5791186E-01
   0.5677883     -0.5622313E-01
   0.5871716     -0.5445270E-01
   0.6065810     -0.5260435E-01
   0.6260129     -0.5068150E-01
   0.6454637     -0.4868727E-01
   0.6649299     -0.4662441E-01
   0.6844081     -0.4449536E-01
   0.7038948     -0.4230227E-01
   0.7233865     -0.4004700E-01
   0.7428791     -0.3773115E-01
   0.7623679     -0.3535614E-01
   0.7818465     -0.3292332E-01
   0.8013057     -0.3043419E-01
   0.8207298     -0.2789085E-01
   0.8400923     -0.2529682E-01
   0.8593448     -0.2265866E-01
   0.8784004     -0.1998870E-01
   0.8971063     -0.1730969E-01
   0.9152121     -0.1466050E-01
   0.9323560     -0.1209984E-01
   0.9481131     -0.9700237E-02
   0.9621284     -0.7527873E-02
   0.9742535     -0.5618967E-02
   0.9845717     -0.3967547E-02
   0.9933821     -0.2493404E-02
    1.000000       0.000000    
